3.3
2.5
3.3
3.5
3.6
3.6
2.6
4.5
3.4
5.2
4.3
3.3
2.9
2
2.5
5.3
4.6
4.3
2.1
3.3
3.7
3.8
4.1
4.7
3
2.4
2.8
2.9
2.8
4.2
4.6
3.2
4.3
5.1
3.9
3.9
3.6
4.6
3.8
3.7
4.2
4.4
5.3
4.1
3.1
5.7
5
4.6
5.5
5.5
3.1
2.1
3.5
2.1
4
3.5
2.6
4.1
4.9
4.1
5.5
4.5
6
5.8
3.6
4.8
